,App,Category,Size_M,Price,Rating
3845,Wonder Tactics,Games,622.7705078125,0.0,4.5
3846,キスまでにしたい10のこと ~ 無料 胸きゅん恋愛小説 放置げーむ ~,Book,49.0908203125,0.0,0.0
3847,闇金クリッカー,Games,40.05078125,0.0,0.0
3848,Special Air Wing - Flight Simulator,Games,239.1025390625,2.99,4.0
3849,King Tongue,Games,402.4619140625,1.99,4.5
3850,Butt Sworkit - Free Workout Trainer to tone & lift,Health & Fitness,55.9326171875,0.0,5.0
3851,Rapala Fishing - Daily Catch,Games,191.9423828125,0.0,4.5
3852,Recontact: Istanbul,Games,275.6748046875,0.99,3.5
3853,Plants vs. Zombies™ Heroes,Games,146.8349609375,0.0,4.5
3854,Dr. Panda's Carnival,Education,233.8076171875,2.99,3.5
3855,腾讯WiFi管家-手机安全免费WiFi,Utilities,30.5458984375,0.0,4.0
3856,Find–the–Line,Games,437.1162109375,2.99,4.5
3857,Moto x3m,Games,55.0546875,0.99,4.5
3858,PAC-MAN Bounce - Puzzle Adventure,Games,342.724609375,0.0,4.0
3859,The Everything Machine by Tinybop,Education,216.4541015625,2.99,4.0
3860,The Earth by Tinybop,Education,468.9462890625,2.99,4.0
3861,Oddworld: Munch's Oddysee,Games,679.296875,2.99,4.5
3862,Star Trek Timelines,Games,153.73046875,0.0,4.0
3863,Minecraft: Story Mode,Games,1038.76953125,0.0,4.0
3864,Thumb Drift - Furious One Touch Car Racing,Games,175.55078125,0.0,4.5
3865,Picolo drinking game,Entertainment,33.9189453125,0.0,5.0
3866,Deliveroo: Restaurant Delivery - Order Food Nearby,Food & Drink,59.828125,0.0,4.5
3867,Craft The World - Episodes Edition,Games,211.95703125,0.99,5.0
3868,Abzorb,Games,55.158203125,2.99,3.5
3869,Hit the Button Math,Education,12.7109375,2.99,5.0
3870,Supermarket Girl - Shopping Fun!,Games,87.240234375,0.0,4.5
3871,Super Stickman Golf 3,Games,126.03125,0.0,4.5
3872,Pixel Dungeon,Games,45.7822265625,2.99,4.5
3873,Ookujira - Giant Whale Rampage,Games,45.7470703125,0.0,4.5
3874,霸王英雄传（吕布一统天下，演义三国群英杰传奇）,Games,212.6884765625,0.0,0.0
3875,PAC-MAN 256 - Endless Arcade Maze,Games,138.6875,0.0,4.5
3876,Little Farmers - Tractors and Harvesters for Kids,Education,273.6484375,1.99,3.0
3877,转转-更专业的二手闲置交易平台,Shopping,74.982421875,0.0,2.5
3878,"S, - Puzzle Game With Create Level Feature",Games,26.9453125,0.0,0.0
3879,Project Color™ by The Home Depot,Lifestyle,45.6025390625,0.0,2.5
3880,"Please, Don't Touch Anything",Games,54.36328125,4.99,4.0
3881,Trivia Crack Kingdoms,Games,226.302734375,0.0,4.0
3882,Proton Pulse for Google Cardboard,Games,185.4765625,2.99,4.5
3883,Baseball Highlights 2045,Games,129.1337890625,3.99,4.5
3884,BLEACH Brave Souls,Games,173.357421875,0.0,4.5
3885,Fancy Makeup Shop - Brush & Blush,Games,101.181640625,0.0,4.0
3886,Bridge Rider,Games,94.9072265625,0.0,4.0
3887,Double Juggle,Games,97.8662109375,0.0,4.5
3888,Ellipsis - Touch. Explore. Survive.,Games,137.638671875,4.99,4.5
3889,Auto Warriors - Tactical Car Combat,Games,1055.759765625,0.0,4.0
3890,Animal Jam - Play Wild!,Games,591.5869140625,0.0,4.5
3891,Ultimate Wolf Simulator,Games,132.109375,0.99,4.5
3892,VPN Express,Book,10.15234375,0.0,4.5
3893,TexMoji,Utilities,10.8447265625,1.99,2.0
3894,The Cat in the Hat - Read & Learn - Dr. Seuss,Book,46.3359375,3.99,4.5
3895,Brain Dots - Draw and solve! Brain Training Game,Games,50.955078125,0.0,4.5
3896,Olympus Rising,Games,120.7451171875,0.0,4.5
3897,Mikey Jumps,Games,44.662109375,0.0,4.0
3898,Sky Viper Video Viewer,Entertainment,222.0869140625,0.0,3.0
3899,お小遣いアプリ。ポイントをレシートで貯めよう　／　レシポ！,Catalogs,15.2783203125,0.0,0.0
3900,一起作业学生端-中小学霸口袋学习辅导助手,Education,60.4833984375,0.0,4.0
3901,The 7 Second Challenge,Games,38.654296875,1.99,5.0
3902,Mon Espace - Pôle emploi,Business,106.3388671875,0.0,5.0
3903,DragonBox Numbers,Education,330.958984375,7.99,5.0
3904,Army of Heroes,Games,146.0322265625,0.0,4.5
3905,Human Resource Machine,Games,65.546875,4.99,4.5
3906,Oops You Died,Games,322.3876953125,0.0,4.5
3907,FUT Wager,Sports,41.25390625,1.99,3.5
3908,Sleep Pulse 2 Motion - The Sleep Tracker for Watch,Health & Fitness,14.75390625,3.99,2.0
3909,Frozen Frenzy Mania: Challenging Match 3 Games,Games,283.041015625,0.0,4.5
3910,Trick Pix - Magic & Prank Camera,Entertainment,17.0,1.99,3.0
3911,Glowing Snake King - Anaconda Diep War Battle Game,Games,27.775390625,0.0,4.5
3912,The Battle of Polytopia,Games,34.5078125,0.0,4.5
3913,Youtubers Life - Gaming Channel,Games,868.5439453125,8.99,4.0
3914,Soda Dungeon,Games,71.2666015625,0.0,4.5
3915,奇幻射击2,Games,227.5810546875,0.99,0.0
3916,Ice Queen Prom Salon: Princess Makeover Girls Game,Games,70.2705078125,1.99,3.5
3917,Dear Diary - Interactive Story,Games,70.97265625,0.0,4.5
3918,Ear Age Diagnosis,Games,4.876953125,0.0,0.0
3919,Spellbinders,Games,145.619140625,0.0,4.0
3920,BADLAND 2,Games,118.6806640625,3.99,4.5
3921,LEGO® NEXO KNIGHTS™ : MERLOK 2.0,Games,550.095703125,0.0,4.0
3922,The Game - Play ... as long as you can!,Games,50.30078125,2.99,4.5
3923,Athletics 2: Summer Sports,Games,232.328125,1.99,4.5
3924,Mix+Smash: Marvel Super Hero Mashers,Entertainment,462.4326171875,0.0,4.5
3925,VOEZ,Games,285.9599609375,0.0,4.5
3926,Toy Blocks Game for Brain Traning -TSUMIKI-,Games,92.9111328125,0.0,0.0
3927,Fieldrunners Attack!,Games,263.703125,0.0,3.5
3928,Capital One CreditWise - Credit score and report,Finance,61.736328125,0.0,4.5
3929,Lost Frontier,Games,152.509765625,2.99,4.0
3930,Hungry Babies Mania,Games,197.927734375,0.0,4.5
3931,"Whink - Note taking, Annotate & Record Lectures",Productivity,72.830078125,4.99,4.0
3932,暴打三国志-经典RPG角色扮演动作卡牌策略手游,Games,127.86328125,0.0,0.0
3933,多重人格彼女〜僕の彼女は世界で一番可愛くて、そして狂っている〜,Games,78.20703125,0.0,0.0
3934,RollerCoaster Tycoon® 3,Games,669.1171875,4.99,4.0
3935,Shadow Bug,Games,234.826171875,3.99,4.5
3936,Bullet Force,Games,477.83203125,0.0,4.5
3937,脱出ゲーム　都市伝説〜杉沢村からの脱出〜,Games,488.26171875,0.0,4.0
3938,Futurama: Game of Drones,Games,367.81640625,0.0,4.5
3939,Vault!,Games,129.2783203125,0.0,4.5
3940,FreeVRPlayer,Photo & Video,7.576171875,0.0,2.5
3941,Peppa Pig: Golden Boots,Education,940.59375,2.99,3.5
3942,Colorfy: Coloring Book for Adults,Entertainment,118.4326171875,0.0,4.5
3943,Snapimals: Discover & Snap Amazing & Cute Animals!,Games,211.0283203125,0.0,4.5
3944,一言-记录字句，发现共鸣,Social Networking,30.6376953125,0.99,0.0
3945,空格－更优秀的个人技能交易平台,Lifestyle,44.01953125,0.0,0.0
3946,Battlevoid: Harbinger,Games,103.21875,0.99,4.5
3947,Stickman Football,Games,45.525390625,0.0,4.0
3948,Syberia 2 (FULL),Games,1491.25390625,4.99,4.0
3949,World Chef: Restaurant & Cooking Game,Games,130.0390625,0.0,4.5
3950,Dream League Soccer 2017,Games,343.0146484375,0.0,4.5
3951,My Singing Monsters: Dawn of Fire,Games,142.6826171875,0.0,4.5
3952,GIPHY KEYS. The GIF Keyboard,Utilities,48.76953125,0.0,3.5
3953,Ultimate Shark Simulator,Games,136.46484375,0.99,4.0
3954,Ultimate Lion Simulator,Games,142.875,0.99,4.5
3955,Ultimate Dinosaur Simulator,Games,146.7021484375,0.99,3.5
3956,Design Home,Games,165.53515625,0.0,4.5
3957,Ultimate Horse Simulator,Games,146.6875,0.99,4.5
3958,Ultimate Dragon Simulator,Games,150.23046875,0.99,4.5
3959,BestieBox,Social Networking,46.0380859375,0.0,0.0
3960,The Abandoned,Games,242.7216796875,1.99,4.5
3961,NOISE,Music,94.8173828125,0.0,3.0
3962,Splash Pop,Games,278.1845703125,0.0,4.0
3963,WSwitch for Belkin WeMo,Utilities,4.4853515625,1.99,2.5
3964,QB Hero,Games,28.20703125,0.0,4.5
3965,Green Eggs and Ham - Read & Learn - Dr. Seuss,Book,44.3125,3.99,5.0
3966,Dr. Seuss's ABC - Read & Learn - Dr. Seuss,Book,38.6806640625,1.99,4.5
3967,Disney Jigsaw Puzzles!,Games,102.6181640625,0.0,4.5
3968,Spanish SOLO: Learn Spanish With Lessons On The Go,Education,72.2568359375,0.0,4.5
3969,9回裏だけ甲子園,Games,29.65234375,0.0,0.0
3970,ブラックバイトはじめました。俺の嫁に捧げるストーリー【放置】,Games,46.9541015625,0.0,0.0
3971,激ムズ！ねこ階段,Entertainment,117.91796875,0.0,5.0
3972,Tap Quest : Gate Keeper,Games,164.142578125,0.0,4.5
3973,Give It Up! 2,Games,158.2373046875,0.0,4.0
3974,Would You Rather?,Games,31.498046875,0.0,4.5
3975,GYMONDO – Fitness Training für Zuhause,Health & Fitness,126.96875,0.0,0.0
3976,【明星恋爱】偶像之路TIME TO STAR,Games,192.0810546875,0.99,5.0
3977,AGT: America's Got Talent Official App on NBC,Entertainment,23.7529296875,0.0,3.0
3978,Digit: Save Money Without Thinking About It,Finance,65.33984375,0.0,3.5
3979,Precision Ukulele Tuner - with Chords & Metronome,Music,46.77734375,1.99,4.5
3980,Sputnik Eyes,Games,62.5166015625,1.99,4.0
3981,Sideline - 2nd Phone Number,Business,127.15234375,0.0,4.5
3982,Bakery Story 2,Games,165.8232421875,0.0,4.0
3983,METAL SLUG ATTACK,Games,101.2197265625,0.0,4.5
3984,Zen Brush 2,Entertainment,65.9130859375,2.99,4.5
3985,Don't Starve: Pocket Edition,Games,384.9384765625,4.99,4.0
3986,口袋苍穹-首日送萧炎，重返斗气大陆,Games,148.8037109375,0.0,0.0
3987,全民坦克联盟—坦克帝国官方正版,Games,118.75390625,0.0,4.5
3988,Cat Kitty Kitten Coloring Pages - Free Girl Games,Games,37.5859375,0.0,4.5
3989,Tropical Wars - Pirate Battles,Games,105.7666015625,0.0,4.5
3990,网商银行,Finance,102.322265625,0.0,0.0
3991,Video Smith - A Powerful video editing tool set,Photo & Video,37.2470703125,0.0,5.0
3992,_PRISM,Games,381.6630859375,2.99,4.5
3993,Hoodclips,Entertainment,15.1640625,0.0,4.0
3994,Star Cheerleader - High School Tryouts,Games,212.1767578125,0.0,4.0
3995,Heroki,Games,355.8125,4.99,4.0
3996,KSI Unleashed,Games,435.734375,0.0,5.0
3997,Peanuts: Snoopy's Town Tale,Games,91.330078125,0.0,3.5
3998,SelfieCity,Photo & Video,68.4892578125,0.0,5.0
3999,Fontmania - Add Artworks & Text to Your Photos!,Photo & Video,36.017578125,4.99,4.5
4000,Sago Mini Trucks and Diggers,Education,104.7685546875,2.99,4.0
4001,Monkey Preschool Animals,Education,120.71875,2.99,4.5
4002,Bus Driving Taxi Parking Simulator Real Extreme Car Racing Sim,Games,281.9833984375,0.0,4.0
4003,操作しやすいナンプレ！目に優しい パズルゲーム 800問,Games,62.65234375,0.0,0.0
4004,Pokémon Shuffle Mobile,Games,101.162109375,0.0,4.5
4005,BuriedTown - World's First Doomsday Survival Themed Game,Games,58.1494140625,0.99,4.0
4006,Tank Battle: Blitzkrieg,Games,207.322265625,1.99,3.5
4007,A Color Story,Photo & Video,37.4853515625,0.0,4.5
4008,USPS StampApp for iPad,Book,45.279296875,9.99,2.5
4009,ZAKER 专业版,News,71.8603515625,0.99,0.0
4010,PAW Patrol Pups to the Rescue,Education,722.73046875,1.99,2.5
4011,PAW Patrol Pups to the Rescue HD,Education,722.80078125,1.99,3.0
4012,シロクマ先生のゆるくない英文法,Education,213.71484375,11.99,0.0
4013,麻雀物語３ 役満乱舞の究極大戦,Games,2070.03515625,9.99,0.0
4014,Circle Swing,Games,8.2421875,0.0,3.5
4015,Paper Train: Traffic,Games,105.8984375,0.99,4.0
4016,Shapes & Colors Learning Kids Games for girls 2 +,Games,174.4306640625,2.99,0.0
4017,360 Degree,Games,316.685546875,0.0,4.5
4018,Marry Me - Perfect Wedding Day!,Games,192.2958984375,0.0,4.0
4019,Bear,Productivity,27.9267578125,0.0,4.5
4020,"ipsy - Makeup, subscription and beauty tips",Lifestyle,33.9619140625,0.0,5.0
4021,How the Grinch Stole Christmas! - Read & Play,Book,59.708984375,3.99,4.5
4022,Gigglebug's Face Race,Education,182.509765625,2.99,3.5
4023,Trick Shot,Games,100.548828125,1.99,4.5
4024,Viva™ Slots Las Vegas Classic Casino Games,Games,159.6748046875,0.0,4.5
4025,Battle Golf,Games,46.375,0.0,4.0
4026,Stash Invest: Investing & Financial Education,Finance,105.8505859375,0.0,4.0
4027,Haywire Hospital,Games,480.00390625,0.0,4.5
4028,Fusion Pictures - A Multiplayer Game with 4 Hidden Pics Object & 1 Word Puzzle,Games,55.1650390625,0.0,0.0
4029,クリアした奴マジ天才,Games,32.078125,0.0,0.0
4030,Kuro no Sekai - It's a Darkness World,Games,86.6044921875,0.0,0.0
4031,Octodad: Dadliest Catch,Games,289.392578125,4.99,4.0
4032,Transformers Rescue Bots: Save Griffin Rock,Book,1422.7490234375,3.99,2.5
4033,YouTube Music,Music,108.8359375,0.0,3.5
4034,Disney Emoji Blitz,Games,245.095703125,0.0,4.5
4035,Skylanders SuperChargers,Games,1261.56640625,0.0,4.0
4036,Osmo Numbers,Games,195.9677734375,0.0,4.0
4037,Space Grunts,Games,58.9765625,3.99,4.0
4038,Color•多彩手帐,Lifestyle,77.9697265625,0.0,5.0
4039,Ultimate Fox Simulator,Games,133.1953125,0.99,4.0
4040,Dictionnaire Le Robert Mobile : 4 en 1,Book,66.3642578125,7.99,5.0
4041,boohoo.com,Shopping,13.623046875,0.0,4.5
4042,Tweetbot 4 for Twitter,Social Networking,11.9033203125,9.99,4.0
4043,Amaranthine Voyage: The Shadow of Torment HD - A Magical Hidden Object Adventure (Full),Games,1419.3828125,6.99,4.5
4044,Amaranthine Voyage: The Shadow of Torment - A Magical Hidden Object Adventure (Full),Games,1220.2421875,2.99,3.0
4045,DinoTrek VR Experience,Entertainment,475.271484375,0.99,4.0
4046,Game Studio Tycoon 2: Next Gen Developer,Games,237.93359375,3.99,4.0
4047,激ムズ！ねこじゃんぷ２,Games,46.9130859375,0.0,5.0
4048,Lost in Harmony,Games,197.5107421875,0.0,4.5
4049,Athletics 2: Summer Sports - Free,Games,232.58984375,0.0,4.5
4050,Flow Speed Control ● Professional Edition,Photo & Video,99.376953125,1.99,4.5
4051,Little Nugget® - capture pregnancy & baby pics,Photo & Video,72.6904296875,2.99,4.5
4052,Hey Duggee: The Big Badge App,Games,169.505859375,2.99,4.0
4053,Moodnotes - Thought Journal / Mood Diary,Health & Fitness,51.958984375,3.99,5.0
4054,"Hemingboard: Synonyms, Rhymes, Puns in Your Keyboard",Utilities,161.9658203125,2.99,4.0
4055,Simply Piano by JoyTunes - Learn & play piano,Education,176.83984375,0.0,4.5
4056,V LIVE - Broadcasting App,Entertainment,80.5673828125,0.0,3.5
4057,Rayman Classic,Games,182.1875,0.0,4.5
4058,The Martian: Official Game,Games,71.4052734375,0.99,4.0
4059,House of 1000 Doors: Evil Inside HD - A Hidden Object Adventure (Full),Games,1116.5,6.99,3.5
4060,戦え！プリンセスドール,Games,66.3876953125,0.0,0.0
4061,Smashy Road: Wanted,Games,190.837890625,0.0,4.5
4062,Colorfly : Coloring Book for Adults - Free Games,Games,58.6181640625,0.0,4.5
4063,Team USA App,Sports,40.4931640625,0.0,2.5
4064,MyDx One: Find a Strain that Works for You,Medical,36.8681640625,0.0,4.0
4065,DragonSoul RPG,Games,202.8564453125,0.0,4.5
4066,VERSUS: The Lost Ones,Games,39.7412109375,3.99,5.0
4067,Deus Ex GO - Puzzle Challenge,Games,279.998046875,4.99,4.5
4068,MINE［マイン］ファッション/コーディネート動画アプリ,Catalogs,51.55078125,0.0,0.0
4069,wetter.com,Weather,183.5048828125,0.0,0.0
4070,Cloud Chasers - A Journey of Hope,Games,264.677734375,3.99,3.5
4071,League of Stickmen VIP Edition,Games,183.37109375,1.99,4.5
4072,Asymmetric,Games,73.2099609375,1.99,0.0
4073,ColorArt: Coloring Book For Adults,Entertainment,85.931640625,0.0,4.5
4074,KOMRAD,Games,66.5625,0.0,4.5
4075,Pinball Breaker Forever,Games,32.666015625,0.0,4.5
4076,Dust: An Elysian Tail,Games,932.53125,5.99,4.5
4077,C CHANNEL -Watch tips & tricks videos for girls,Photo & Video,55.3603515625,0.0,5.0
4078,Superhero Girl Salon: Kids Makeup and Dressup Game,Games,91.1787109375,1.99,4.5
4079,Bob's Burgers Pinball,Games,46.5966796875,1.99,4.5
4080,Shopkins Magazine - once you shop…you can’t stop!,Games,18.7646484375,0.99,3.0
4081,片手キーボードPRO,Utilities,101.0732421875,2.99,0.0
4082,I Keep Having This Dream,Games,65.859375,1.99,4.5
4083,Tangled Up! - Valentine Special,Games,182.7080078125,0.0,4.0
4084,FINAL FANTASY VII,Games,1848.8359375,15.99,4.0
4085,Bridge Constructor Stunts,Games,134.080078125,1.99,4.0
4086,Circa Infinity,Games,132.3173828125,1.99,5.0
4087,Gogo Entertainment,Travel,15.630859375,0.0,2.0
4088,Attack Heroes,Games,872.8544921875,0.99,5.0
4089,a. - Physical Simulation Puzzle Game,Games,47.4248046875,0.0,5.0
4090,Cat-A-Pult: Endless stacking of 8-bit kittens,Games,95.3681640625,0.0,4.0
4091,Dawn of Gods,Games,220.197265625,0.0,4.5
4092,SPL-T,Games,105.7626953125,2.99,4.0
4093,狼人之夜,Social Networking,29.4990234375,0.99,4.5
4094,Witches' Legacy: The Dark Throne HD (Full),Games,2018.0791015625,6.99,3.0
4095,Fear for Sale: Endless Voyage HD - A Mystery Hidden Object Game (Full),Games,1832.61328125,6.99,4.0
4096,Nebraska Huskers for iPad 2015,Sports,30.125,9.99,1.0
4097,Exodus,Games,38.9296875,0.0,3.0
4098,Maim Street,Games,166.25390625,0.0,4.5
4099,Sorted - Quickly Organise Your Day,Productivity,96.869140625,7.99,4.0
4100,"SNOW - Selfie, Motion sticker, Fun camera",Photo & Video,113.7490234375,0.0,4.0
4101,Beat da Beat,Games,250.74609375,0.99,5.0
4102,Zombie Anarchy: Survival Strategy Game,Games,243.810546875,0.0,4.5
4103,Periodic Table Chemistry,Education,32.7119140625,6.99,0.0
4104,Infinite Skater,Games,245.8984375,0.0,4.0
4105,Land Sliders,Games,118.916015625,0.0,4.5
4106,アイドルの姫　-わたしの青春マテリアル-,Games,100.7490234375,0.0,0.0
4107,Fruit Pop! Puzzles in Paradise - Fruit Pop Sequel,Games,148.177734375,0.0,4.5
4108,开挂江湖-Q版武侠挂机,Games,93.6953125,0.0,0.0
4109,Women's Health: 1500 Kalorien Tag,Food & Drink,67.0556640625,1.99,0.0
4110,Final Cut: The True Escapade HD - A Hidden Object Mystery Game (Full),Games,863.41015625,6.99,4.0
4111,Mystery Tales: The Twilight World HD - A Hidden Object Adventure (Full),Games,1490.98828125,6.99,3.0
4112,Mystery Tales: The Twilight World - A Hidden Object Adventure (Full),Games,1484.26953125,2.99,2.5
4113,Read4Kids - Kids learn to read in 20 easy lessons,Education,33.0087890625,2.99,4.0
4114,Five Nights at Freddys 4,Games,48.4609375,2.99,4.5
4115,Burger – The Game,Games,13.53125,0.0,4.5
4116,全国マルチ掲示板 for モンスト！〜タスカンと運極ができるアプリ〜,Entertainment,37.2333984375,0.0,0.0
4117,俺と鬼嫁の100日戦記,Games,35.7421875,0.0,4.5
4118,Dr. Panda Candy Factory,Education,284.72265625,2.99,4.0
4119,Foodo World,Education,253.578125,2.99,3.0
4120,Dr. Panda Firefighters,Education,219.9443359375,2.99,3.5
4121,Alliance Wars: World Domination,Games,470.650390625,0.0,5.0
4122,T-Rex Simulator,Games,136.1806640625,0.99,3.5
4123,Disc Golf Game,Games,222.5537109375,3.99,4.5
4124,浪漫庄园(自由创造你的梦想),Games,92.6796875,0.0,4.5
4125,私のヒモ男～イケメン拾いました～恋愛・放置ゲーム,Games,99.53125,0.0,4.5
4126,Hooty Hoo: Bingo Math,Education,33.080078125,1.99,0.0
4127,Slash Mobs,Games,237.6015625,0.0,4.5
4128,JCnews - Anime & Game Culture,News,24.2880859375,0.0,0.0
4129,Dirt Racing Mobile 3D,Games,222.7890625,3.99,4.5
4130,myINK sketch,Photo & Video,86.068359375,2.99,0.0
4131,OPUS: The Day We Found Earth,Games,233.9267578125,0.0,5.0
4132,Cut the Rope,Games,122.1748046875,1.99,4.5
4133,Cut the Rope HD,Games,243.193359375,3.99,4.5
4134,Cut the Rope HD™,Games,119.87890625,0.0,4.0
4135,Beneath The Lighthouse,Games,142.1806640625,0.0,4.0
4136,Goodnight Little Sandman - Bedtime Ritual,Education,530.1123046875,3.99,0.0
4137,HOOKED - Chat Stories,Book,90.166015625,0.0,4.5
4138,striker – dropping balls,Games,61.20703125,0.0,0.0
4139,Punch Club,Games,308.30859375,4.99,4.0
4140,Lonely One,Games,196.9677734375,0.0,4.5
4141,Dictator 2,Games,229.544921875,0.0,3.0
4142,Dictator 2: Evolution,Games,228.689453125,1.99,4.0
4143,Snug for Instagram - Preview your photos,Photo & Video,30.68359375,0.99,2.5
4144,AMC,Entertainment,56.724609375,0.0,2.0
4145,TRUMP Yo'Self! Make Your Hair Great Again!,Entertainment,37.6875,0.0,4.0
4146,Kylie Jenner Official App,Entertainment,49.0693359375,0.0,2.5
4147,Stickman Volleyball,Games,171.1123046875,0.99,4.5
4148,Snail Sleep-Dream Talk Recording,Health & Fitness,145.951171875,0.0,4.0
4149,ホラースポット-ghost spot-意味が分かると怖いマップ,Navigation,38.0439453125,0.0,0.0
4150,My Challenge Tracker,Health & Fitness,74.6083984375,0.0,5.0
4151,蚂蚁聚宝—蚂蚁金服旗下投资理财平台,Finance,108.166015625,0.0,3.0
4152,VPN Proxy Master - Unlimited WiFi security VPN,Productivity,25.861328125,0.0,5.0
4153,Bouncy Kingdom,Games,109.6064453125,0.0,4.5
4154,My Town : Hospital,Education,207.9794921875,2.99,4.0
4155,FRESH! - ログイン不要・高画質で生放送が見放題,Entertainment,91.064453125,0.0,0.0
4156,融360-贷款、信用卡、信用报告,Finance,77.0576171875,0.0,0.0
4157,病みカワカメラ,Photo & Video,40.8974609375,0.0,5.0
4158,青藍高校リア充部,Games,81.248046875,0.0,0.0
4159,女の子の憧れが全てつまったTOKYOリアルコーデアプリ - TOPLOG,Lifestyle,77.546875,0.0,0.0
4160,【放置ゲー】壁ドンしたら人生変わった ～グリモアのキャラ達に壁ドン！？～,Games,43.79296875,0.0,0.0
4161,Bits of Sweets,Games,107.4228515625,0.0,4.5
4162,BMO Snaps - Adventure Time Photo Game,Games,201.771484375,2.99,4.5
4163,Sophia - My Little Sis,Games,131.923828125,0.0,4.5
4164,Magic Rush: Heroes,Games,123.2578125,0.0,4.5
4165,Gather - In real life,Lifestyle,74.7626953125,0.0,2.5
4166,商品バーコードで賞味期限を通知 Limiter2 (リミッター),Food & Drink,70.8662109375,0.0,0.0
4167,Recolor - Coloring Book,Entertainment,65.3076171875,0.0,4.5
4168,Explore Daniel Tiger's Neighborhood,Education,311.96484375,2.99,3.5
4169,Piano Tiles 2™(Don't Tap The White Tile 2),Games,77.884765625,0.0,4.5
4170,Blitzrechnen 1. Klasse - Mathe lernen in der Grundschule mit Klett nach dem offiziellen Lehrplan,Education,360.5703125,3.99,0.0
4171,Hidden Pictures by Highlights Magazine,Games,157.22265625,0.0,4.5
4172,Teenage Mutant Ninja Turtles: Battle Match Game,Games,128.3046875,1.99,4.0
4173,Mods for Minecraft PC & Servers for Minecraft PE,Utilities,17.6484375,1.99,4.5
4174,Slots - Huuuge Casino: Slot Machines,Games,86.884765625,0.0,4.5
4175,Bookling - Track Your Reading Habits,Productivity,14.22265625,0.99,3.0
4176,Strawberry Shortcake Candy Garden,Entertainment,221.6337890625,0.0,4.5
4177,Dreampath - The Two Kingdoms HD - A Magical Hidden Object Game (Full),Games,880.3046875,6.99,4.5
4178,Dark Dimensions: Homecoming HD - A Hidden Object Mystery (Full),Games,1270.01953125,6.99,3.5
4179,Dark Dimensions: Homecoming - A Hidden Object Mystery (Full),Games,1269.98046875,2.99,2.5
4180,Teenage Mutant Ninja Turtles: Portal Power,Games,606.619140625,3.99,4.0
4181,PewDiePie: Legend of the Brofist,Games,436.4873046875,4.99,5.0
4182,Photograph+,Photo & Video,22.1181640625,0.99,0.0
4183,Der IQ Test - Intelligenztest (Deutsch),Games,16.84765625,0.0,0.0
4184,ゲームプレイで賞金ゲット！ポットハンター,Games,279.3310546875,0.0,0.0
4185,The Greedy Cave,Games,153.0,0.99,4.5
4186,Angry Birds Action!,Games,1435.1689453125,0.0,4.0
4187,Pastry Picnic,Games,152.875,0.0,4.5
4188,Anki OVERDRIVE,Entertainment,325.4306640625,0.0,4.5
4189,Pixduel™,Games,97.9716796875,0.0,4.0
4190,Rugby Nations 16,Games,600.63671875,4.99,4.5
4191,Brothers: A Tale of Two Sons,Games,1836.39453125,2.99,3.5
4192,Papa's Cupcakeria To Go!,Games,76.7802734375,1.99,4.0
4193,Plug Pocketmine for Minecraft PE,Games,21.6201171875,2.99,3.0
4194,Weed Firm 2: Back To College,Games,172.341796875,0.0,4.5
4195,Disney Build It: Frozen,Entertainment,136.7177734375,3.99,3.0
4196,Selfeo,Social Networking,82.5625,0.0,4.0
4197,Followers Analysis Tool For Instagram App Free,Social Networking,7.5263671875,0.0,4.0
4198,The Lion Guard,Entertainment,641.5009765625,3.99,4.0
4199,hocus.,Games,25.2578125,0.99,4.5
4200,Outfolded,Games,67.7392578125,0.0,4.5
4201,"金陵十三钗－王丽坤代言,伴你穿越红楼今梦",Games,118.421875,3.99,0.0
4202,Speedafari – Speed Up Safari on Slow Connections,Utilities,13.98046875,1.99,5.0
4203,Word²,Games,35.427734375,1.99,4.5
4204,Churchill Solitaire - World War Card Game,Games,146.2802734375,0.0,4.5
4205,Discovery VR,Entertainment,10.470703125,0.0,3.0
4206,Scribblenauts Unlimited,Games,541.6015625,4.99,4.0
4207,Color Therapy Adult Coloring Book for Adults,Book,128.9716796875,0.0,5.0
4208,Amount Plus - Unit And Currency Converter,Productivity,6.7666015625,2.99,4.0
4209,小历 - 通知中心日历,Productivity,4.302734375,0.99,4.5
4210,LONEWOLF,Games,103.93359375,0.0,4.5
4211,Solar Walk ™ 2 - Space Missions & Solar System,Education,582.1162109375,2.99,4.0
4212,おチャベリ-ビデオ通話でマッチングアプリ,Social Networking,63.01953125,0.0,0.0
4213,Crafty Candy - Match 3 Puzzle Game,Games,144.1591796875,0.0,4.5
4214,Mystery Trackers: Nightsville Horror - A Hidden Object Adventure (Full),Games,946.3828125,2.99,3.5
4215,Mystery Trackers: Nightsville Horror HD - A Hidden Object Adventure (Full),Games,939.38671875,6.99,4.5
4216,Reelgood - TV Guide for Streaming,Entertainment,70.99609375,0.0,4.5
4217,Train Driver Journey 4 - Introduction to Steam,Games,673.0390625,0.99,4.5
4218,Telepaint,Games,91.5380859375,2.99,4.5
4219,Primal Legends,Games,158.8583984375,0.0,4.5
4220,Tetro Blocks - Beat IQ with Tetrix-style-puzzle.,Games,45.158203125,0.0,0.0
4221,Britney Spears: American Dream,Games,503.7158203125,0.0,4.5
4222,Frozen Free Fall: Icy Shot,Games,177.990234375,0.0,4.5
